# Module: SIMS v2.2 Admission & Fee Reporting System
# Export Timestamp: 2026-08-23 20:00:12
# Total Records: 38

SR.NO,COURSE NAME,ADMISSION DATE,ADMISSION ID,NAME,MOB NO,ADMISSION STATUS,TOTAL FEES,1ST INSTALLMENT,2ND INSTALLMENT,3RD INSTALLMENT,4TH INSTALLMENT,TOTAL FEES PAID,PENDING FEES,ADDRESS,FRIEND NAME,FRIEND CONTACT NO
1,KLiC Advanced Java,2026-08-23,2026-129,Forensic Student,9987492069,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",Chandwad,—,—
2,KLiC Advanced Java,2026-08-23,2026-127,Pooja Shinde,9822066978,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",—,—,—
3,KLiC Advanced Java,2026-08-23,2026-122,Forensic Student,9987492053,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",Chandwad,—,—
4,KLiC Advanced Java,2026-08-23,2026-118,Forensic Student,9987492033,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",Chandwad,—,—
5,KLiC Advanced Java,2026-08-23,2026-114,Forensic Student,9987491980,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",Chandwad,—,—
6,KLiC Advanced Java,2026-08-23,2026-111,Forensic Student,9987491961,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",Chandwad,—,—
7,KLiC Advanced Java,2026-08-23,2026-109,Anuj Pagar,9822904713,CANCELLED,"Rs. 4,000.00",—,—,—,—,Rs. 0.00,"Rs. 4,000.00",Chandwad,Rohit Shinde,9823904714
8,KLiC Advanced Java,2026-08-23,2026-106,Forensic Student,9987491880,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",Chandwad,—,—
9,KLiC Advanced Java,2026-08-23,2026-104,Pooja Shinde,9821877580,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",—,—,—
10,KLiC Advanced Java,2026-08-23,2026-101,Pooja Shinde,9821863467,DRAFT,"Rs. 6,000.00",—,—,—,—,Rs. 0.00,"Rs. 6,000.00",—,—,—
